locus_tag	MW0	MY0	MZ0	MW1	MY1	MZ1	MW2	MY2	MZ2	MW3	MX3	MY3	MZ3	MW4	MX4	MY4	MZ4	MW5	MX5	MY5	MW6	MX6	MY6	MZ6
 AURMO_00557:ATP-binding cassette subfamily C protein CydD	985	1034	1050	1324	734	906	728	1127	2138	1570	703	1177	405	1529	1610	1339	1862	1844	1142	2259	918	1204	1637	1893
 AURMO_00558:ATP-binding cassette subfamily C protein CydC	873	849	916	1242	562	671	572	804	1648	1192	551	923	276	1077	1242	898	1305	1513	894	1652	682	1190	1268	1301
 AURMO_00559:predicted MFS family arabinose efflux permease	318	195	257	328	148	162	169	186	411	342	239	260	62	271	606	193	240	384	249	328	167	532	241	321
 AURMO_00560:peptide chain release factor 2 (bRF-2) 	722	643	774	1035	437	535	409	670	1552	1042	666	889	213	786	1164	677	695	1062	843	1099	404	941	694	640
 AURMO_00561:sugar phosphate isomerase/epimerase	1756	1624	1678	2550	1180	1250	1137	1638	3525	2606	1344	2119	559	1602	1967	1514	1507	2387	1602	2405	1029	1491	1470	1453
 AURMO_00562:dihydroxy-acid dehydratase	17001	15067	16777	22988	11198	11908	11102	16930	34255	26184	17031	21496	6397	18335	22886	17858	20640	22559	19791	24697	8878	15085	14629	19017
 AURMO_00563:acetolactate synthase large subunit 	8495	8019	8868	11072	6087	6783	5983	9667	18377	14017	8791	11584	3636	8795	11680	8878	8718	11527	9760	13776	4297	7785	7560	8757
 AURMO_00564:acetolactate synthase small subunit 	1377	1349	1614	1702	1072	1255	1003	1820	3217	2358	1578	2151	665	1487	1902	1551	1621	2046	1520	2516	694	1373	1403	1462
 AURMO_00565:ketol-acid reductoisomerase 	12463	12368	15680	19298	10602	10969	8283	17920	32537	24587	12882	20872	5553	12901	17282	14998	16381	19870	13463	25303	6514	12573	13109	15121
 AURMO_00566:hypothetical protein	1403	1166	1356	1618	995	1150	954	1508	2949	2390	1646	1709	661	1471	1836	1642	1749	2026	1389	2456	694	1250	1442	1588
 AURMO_00567:hypothetical protein	394	374	359	494	244	297	292	413	799	684	516	529	189	425	576	438	442	526	454	743	192	398	435	390
 AURMO_00568:D-3-phosphoglycerate dehydrogenase 	3914	3836	5060	6083	3442	3379	2752	3672	9143	6900	4708	6122	1718	4009	6194	4022	4773	6055	4599	7054	2135	4373	3570	5199
 AURMO_00569:3-isopropylmalate dehydrogenase 	902	939	1052	1375	829	985	693	1145	2068	1649	1019	1346	523	998	1383	1067	1089	1532	1011	1486	550	1141	1073	1146
 AURMO_00570:branched chain amino acid aminotransferase 	3912	3710	4941	6371	3508	3047	2887	4417	10478	7501	4462	6276	1602	4833	6562	4553	7854	7433	4786	8711	2447	4815	4598	7668
 AURMO_00571:glutamyl-tRNA synthetase	1725	1619	1878	2293	1298	1566	1217	1798	3830	2839	1987	2435	773	1730	2479	1789	2260	2360	1965	2673	901	1793	1637	2146
 AURMO_00573:diacylglycerol kinase 	520	574	543	855	400	404	379	504	1060	714	352	697	188	638	806	549	737	725	574	815	275	718	515	883
 AURMO_00575:tellurite resistance protein TerC	2412	2378	2304	3459	1590	1958	1536	2377	5108	4053	1775	3294	833	2431	2298	2352	2115	3799	1899	3620	1473	1806	2389	1976
 AURMO_00576:3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	6593	6257	7287	9409	4526	5242	4730	6947	14833	10884	6188	8799	2500	7558	8325	6968	7532	9990	6896	10524	4065	5757	6362	7413
 AURMO_00577:3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4063	3729	4157	5501	2649	3116	2821	4102	8805	6681	3964	5199	1678	4596	5285	4426	4855	5626	4199	5957	2242	3524	3781	4601
 AURMO_00578:UDP-N-acetylglucosamine 1-carboxyvinyltransferase	6242	5767	6991	9290	4797	4912	4222	6330	15633	10685	6007	9255	2561	6991	8995	7034	8514	10279	6609	10702	3409	6071	6522	7768
 AURMO_00579:1-acyl-sn-glycerol-3-phosphate acyltransferase	963	913	939	1271	648	714	682	1009	2230	1638	1000	1339	418	1158	1339	1084	1246	1551	964	1723	598	1020	953	1147
 AURMO_00580:glycerol-3-phosphate dehydrogenase (NAD(P)+)	1825	1715	2003	2682	1344	1403	1290	1883	3803	3046	1714	2478	707	2229	2523	2170	2407	3259	2110	3020	1117	2445	1904	2714
 AURMO_00581:D-alanine-D-alanine ligase	3382	3022	3277	4518	2324	2531	2248	3572	6856	5032	3118	4676	1341	4093	4377	4031	5503	5014	3574	5479	2248	2941	3745	5122
 AURMO_00582:uncharacterized protein DUF3515	2631	2169	2457	3490	1622	1921	1699	2513	5088	3887	3057	3153	775	2986	3805	2541	3364	3597	3160	3891	1532	2555	2274	3193
 AURMO_00583:thiamine-phosphate kinase 	1375	1310	1716	2167	1091	904	898	1245	3023	2190	1236	1632	454	1474	2208	1361	1793	2049	1632	2223	764	1625	1249	1799
 AURMO_00584:16S rRNA (guanine966-N2)-methyltransferase	227	214	236	338	167	168	170	236	414	367	237	325	76	242	433	231	295	297	279	314	157	285	189	284
 AURMO_00585:ATP-dependent DNA helicase RecG 	1212	1124	1280	1706	799	896	699	1222	2476	1675	1239	1655	411	1411	2111	1269	2082	1954	1468	1952	792	1635	1405	1759
 AURMO_00586:phosphopantetheine adenylyltransferase 	2168	1996	1814	2934	1463	1452	1527	2234	3981	3075	2421	2685	769	2578	2832	2419	3380	3072	2549	3126	1159	1746	2093	3267
 AURMO_00587:signal recognition particle-docking protein FtsY	827	824	902	1192	579	722	658	970	1871	1341	923	1231	304	947	1341	869	1252	1292	872	1251	453	1013	836	1201
 AURMO_00588:signal recognition particle subunit FFH/SRP54 (srp54) 	3228	2961	3631	4524	2512	2503	2056	3019	6679	5057	3067	4263	1273	3323	4403	3272	3711	4699	3567	5036	1857	3371	2983	3876
 AURMO_00589:peptide-methionine (R)-S-oxide reductase	4053	3791	3581	5302	2719	2873	2900	4342	8009	6249	5955	5145	1633	5076	6025	4869	6325	5798	5618	6664	2456	3864	4310	6037
 AURMO_00590:2-phosphosulfolactate phosphatase	402	329	372	448	262	295	237	315	606	536	459	449	145	387	538	368	449	528	440	557	246	415	371	477
 AURMO_00591:SSU ribosomal protein S16P 	12888	14352	15125	19411	9267	10997	7248	14538	28724	18982	8500	15978	4250	9651	14680	10580	7047	15609	14024	18340	5261	12073	10240	6825
 AURMO_00592:hypothetical protein	1512	1659	1645	2083	844	1267	882	1396	3181	2109	1019	1546	464	1187	1663	1174	994	1962	1500	2156	623	1103	1271	827
 AURMO_00593:16S rRNA processing protein RimM	354	382	402	552	236	331	272	300	836	459	184	419	121	297	451	281	194	447	295	453	134	373	289	221
 AURMO_00594:tRNA (guanine37-N(1)-) methyltransferase 	1206	1166	1321	1668	791	950	759	1172	2664	1848	847	1428	480	1345	1421	1192	826	1679	1219	1933	667	1065	1255	1035
 AURMO_00595:large subunit ribosomal protein L19	8593	8472	8792	11892	5697	6852	5304	7644	17610	12409	5578	9479	2781	6436	8845	5949	4457	10148	8636	10588	3629	6685	5535	4872
 AURMO_00596:signal peptidase I	3202	2914	2635	4502	1961	2072	1911	2467	5505	4308	2795	3006	871	2822	3400	2419	2723	3785	2920	3612	1583	2292	2431	2556
 AURMO_00597:RNase HII 	672	631	702	1063	496	441	444	601	1451	972	478	827	181	568	922	567	835	921	644	927	293	639	466	732
 AURMO_00598:uncharacterized protein DUF2469	363	379	328	500	235	263	244	328	683	527	342	411	95	331	431	317	317	519	303	466	184	325	348	352
 AURMO_00599:DNA processing protein	80	153	106	169	129	79	85	168	259	158	30	174	24	101	303	125	70	148	69	177	55	318	115	58
 AURMO_00600:integrase/recombinase XerC	259	218	256	372	189	193	179	263	550	368	280	359	60	274	484	303	353	351	278	357	129	373	293	302
 AURMO_00601:potassium/proton antiporter membrane subunit (CPA2 family) 	365	387	283	512	210	283	293	387	753	615	486	583	124	586	776	421	651	693	393	676	260	571	494	791
 AURMO_00602:potassium/proton antiporter regulatory subunit (CPA2 family) 	482	424	454	700	315	353	313	545	957	753	545	741	181	608	782	550	767	826	576	795	322	552	588	816
 AURMO_00603:hypothetical protein	5453	4149	5170	6408	3062	3300	2545	4017	7581	5632	3223	3905	1443	4160	5477	3386	3993	6077	5546	5873	2229	3828	3460	4069
 AURMO_00604:uncharacterized protein DUF4395	6577	6219	6512	8747	4453	4300	3725	4817	9760	8595	6001	6585	2140	6430	9116	5666	5995	9075	8650	8994	3470	6544	5501	7042
 AURMO_00605:thioredoxin	9127	8570	9397	10927	6263	6141	4802	6024	13144	11240	8849	8100	3056	8703	11600	7940	9878	12616	11525	12763	5206	8493	9560	8537
 AURMO_00606:thymidylate synthase (FAD)	3389	3091	3438	4557	2403	2791	2271	3876	7181	5213	3915	4740	1321	4244	4245	4003	4493	5071	3899	5206	1862	2828	3241	3709
 AURMO_00607:4-hydroxy-tetrahydrodipicolinate synthase	2841	2558	2783	3824	1879	2173	1863	2768	6141	4291	2591	3678	1050	3100	3482	2692	3005	4174	2783	4209	1586	2265	2583	3005
 AURMO_00608:ribonuclease J	2757	2515	2787	3904	2020	2249	1997	2825	5996	4563	3003	4098	1272	3481	3984	3581	3933	4467	2944	5342	1940	2791	3073	4196
 AURMO_00609:LacI family transcriptional regulator 	858	779	816	971	519	562	574	655	1425	1189	587	796	274	1027	1055	818	1554	1487	889	1284	577	803	1048	1834
 AURMO_00610:raffinose/stachyose/melibiose transport system substrate-binding protein	23201	19750	22106	26154	19433	17431	16499	30721	41119	43275	40605	37032	15491	51051	38694	48581	135553	54789	30043	61108	28752	25148	55728	136603
 AURMO_00611:raffinose/stachyose/melibiose transport system permease protein	1857	1839	1878	2203	1270	1405	1250	2139	3551	3305	2226	3048	1009	2866	2486	2707	4629	3514	1996	3897	1553	1938	3034	5399
 AURMO_00612:raffinose/stachyose/melibiose transport system permease protein	3143	2851	2962	3509	2119	2442	2089	3557	5474	5164	3084	4697	1658	4356	3813	4312	6872	5208	3152	5836	2496	2814	4616	8034
 AURMO_00613:alpha-glucosidase	1653	1241	1694	1942	1075	1224	1033	1658	3396	2979	1612	2292	945	2702	2757	2331	4746	3354	2169	3513	1556	2049	2608	4516
 AURMO_00614:S-DNA-T family DNA segregation ATPase FtsK/SpoIIIE	2016	1890	2006	2848	1287	1582	1548	2137	4236	3157	2549	3041	725	2606	3190	2218	2901	3129	2174	2994	1227	2150	1983	2774
 AURMO_00615:CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	492	366	454	651	239	406	353	418	840	688	575	655	156	610	657	502	611	780	469	675	320	457	501	699
 AURMO_00616:competence/damage-inducible protein cinA 	264	263	287	368	190	201	192	260	614	455	347	442	111	385	513	376	587	517	345	471	184	374	348	564
 AURMO_00617:helix-turn-helix protein	8337	6412	7032	9820	3552	4467	4490	5580	9858	9804	4109	6556	1719	5819	5420	4036	4898	10192	4855	7990	4431	7191	5334	7041
 AURMO_00618:hypothetical protein	567	504	558	744	350	324	409	493	915	771	207	643	150	475	365	299	304	771	268	701	289	512	414	344
 AURMO_00619:recombination protein RecA	6592	7032	7536	8800	5568	5247	4249	8502	14145	11396	5926	10606	2801	8984	7869	8835	11408	11744	6308	12622	5248	6081	8610	10653
 AURMO_00620:regulatory protein	1188	1408	1250	1594	1045	923	761	1550	2672	2077	982	1919	431	1482	1448	1690	1947	1982	1092	2426	805	1088	1580	1839
 AURMO_00621:hypothetical protein	1604	1635	1600	2352	1229	1099	1221	1625	3345	2619	2005	2306	565	2062	2358	2026	2559	2486	1982	2510	974	1502	1681	2374
 AURMO_00622:tRNA-i(6)A37 thiotransferase enzyme MiaB 	2629	2480	2487	3472	2162	1939	1765	2663	5467	3909	2211	3233	897	2821	3385	2392	2326	3591	2833	3481	1457	2377	2184	2351
 AURMO_00623:tRNA dimethylallyltransferase	202	241	221	326	207	148	172	255	441	357	240	334	75	253	384	263	231	345	163	383	151	296	288	220
 AURMO_00624:diaminopimelate epimerase 	4661	4206	4466	6539	3116	3049	2830	4128	8839	6834	3431	5058	1410	4712	5181	4146	5205	6677	4453	6432	2820	3849	4329	5037
 AURMO_00625:hypothetical protein	1640	1561	1586	2179	1041	1159	1134	1558	3169	2309	1440	1956	594	1745	1920	1582	1622	2213	1680	2208	920	1379	1477	1434
 AURMO_00626:16S rRNA m(2)G 1207 methyltransferase 	772	711	866	1042	449	536	450	642	1327	951	547	699	232	617	958	569	528	924	815	875	374	793	561	581
 AURMO_00627:hypothetical protein	745	690	886	932	535	627	451	655	1363	988	613	809	272	567	1001	583	495	879	782	917	360	903	590	562
 AURMO_00628:hypothetical protein	308	309	372	504	249	262	274	368	687	579	450	424	102	466	588	389	444	574	426	627	238	388	330	465
 AURMO_00629:GTP-binding protein HflX	1181	1133	1266	1839	830	926	842	1125	2480	1842	1187	1710	402	1293	1832	1282	1351	1945	1107	1969	836	1443	1341	1479
 AURMO_00630:phosphatidate phosphatase APP1	464	401	463	623	285	298	300	397	866	670	432	599	128	535	806	447	552	751	505	684	296	689	493	690
 AURMO_00631:membrane protein DedA with SNARE-associated domain	519	490	419	707	347	322	324	438	852	812	462	661	177	556	661	474	530	653	520	638	290	543	491	575
 AURMO_00632:branched-subunit amino acid aminotransferase/4-amino-4-deoxychorismate lyase	336	302	355	465	199	240	252	281	620	498	364	391	109	404	584	316	382	546	424	466	220	483	339	376
 AURMO_00633:anthranilate synthase component 1	729	661	732	933	445	487	446	600	1415	1034	573	766	204	686	1192	567	583	1067	755	1002	408	839	695	655
 AURMO_00634:leucyl-tRNA synthetase 	3803	3774	4337	5608	2739	3304	2693	4678	9447	6391	3344	5926	1568	4059	5428	4225	3513	5619	4176	6414	2061	3904	3646	3911
 AURMO_00635:serine/threonine-protein kinase	1550	1487	1510	2213	907	1151	1121	1276	3138	2276	1659	2025	462	1710	2319	1294	1701	2105	1595	2048	714	1650	1246	1863
 AURMO_00636:LysM repeat protein	1105	1181	867	1293	603	724	704	774	1721	1426	978	1408	329	1116	1290	978	1271	1350	969	1351	541	922	1022	1604
 AURMO_00637:hypothetical protein	638	613	722	951	524	594	408	858	1621	1110	668	1015	278	789	986	726	822	1123	765	1242	404	614	824	716
 AURMO_00638:geranylgeranyl diphosphate synthase type I	1319	1243	1216	1695	844	952	848	1213	2585	1831	1273	1430	403	1453	1936	1319	1502	1829	1624	1888	736	1241	1258	1478
 AURMO_00639:hypothetical protein	4104	3144	3413	4411	1801	2138	1958	1914	5319	4521	2613	2884	948	3474	3136	2632	3462	6254	2663	4998	2678	2549	4183	3759
 AURMO_00640:hypothetical protein	7	6	1	7	4	6	16	10	10	9	8	12	2	7	80	10	7	12	8	9	4	65	12	8
 AURMO_00641:division/cell wall cluster transcriptional repressor MraZ	1379	1091	1176	1834	760	797	883	1055	1817	1710	1004	1324	259	1270	1311	944	899	1696	1065	1396	696	855	903	845
 AURMO_00642:16S rRNA (cytosine1402-N4)-methyltransferase	812	675	674	1117	527	438	498	542	1174	1113	731	1037	185	879	950	609	581	1002	649	864	498	825	559	729
 AURMO_00643:hypothetical protein	327	243	238	387	165	188	219	299	409	469	391	383	82	307	460	235	285	425	264	323	199	355	237	331
 AURMO_00644:cell division protein FtsI (penicillin-binding protein 3)	1795	1693	1729	2560	1146	1392	1132	1888	3425	2719	2028	2405	539	2179	2560	1894	2126	2663	1834	2728	1019	1663	1800	2009
" AURMO_00645:UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase "	2792	2794	2835	3848	1777	2040	1855	2848	5418	3974	3024	3618	947	3213	4062	2797	3970	3997	3500	4100	1557	2639	2778	3784
 AURMO_00646:UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase 	1166	1129	1205	1702	876	952	877	1363	2478	1930	1476	1636	443	1373	1898	1322	1646	1940	1406	2177	683	1220	1399	1835
 AURMO_00647:phospho-N-acetylmuramoyl-pentapeptide-transferase 	1519	1527	1401	2215	1056	1150	1161	1505	2985	2293	1982	2102	569	2007	2327	1724	2098	2250	1841	2471	1003	1376	1665	2249
 AURMO_00648:UDP-N-acetylmuramoylalanine--D-glutamate ligase 	1448	1371	1364	1927	934	1005	940	1521	2851	2073	1586	1999	438	1672	2229	1570	1963	2141	1641	2186	822	1505	1394	1751
 AURMO_00649:cell division-specific peptidoglycan biosynthesis regulator FtsW 	2946	2828	2886	4196	1931	2108	1995	3132	6102	4134	3505	3562	868	3570	4627	2878	4430	3773	3914	3973	1504	2699	2412	3666
 AURMO_00650:UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase 	596	547	652	829	440	504	436	600	1247	790	674	947	176	683	1066	567	736	744	748	764	334	779	490	677
 AURMO_00651:UDP-N-acetylmuramate--L-alanine ligase 	2095	1886	1998	3070	1349	1493	1284	1791	4245	2932	1707	2316	595	2008	2631	1807	2230	3059	2045	2848	987	1721	1759	1910
 AURMO_00652:cell division protein FtsQ	503	441	467	685	312	361	335	464	1021	736	402	620	166	478	819	428	480	575	500	609	234	597	349	440
 AURMO_00653:cell division protein FtsZ 	13305	13120	17368	20081	10358	13327	9301	19935	35227	24040	15760	20473	6156	20737	17376	21813	38898	25965	14655	30646	10940	11271	28031	23705
 AURMO_00654:hypothetical protein	565	642	655	877	454	511	492	721	1349	814	530	764	215	694	917	600	518	797	676	836	298	617	434	541
 AURMO_00655:cell division inhibitor SepF	6642	7088	6586	9835	5071	5256	4536	7039	14149	10670	8448	9920	2500	7895	9626	7539	8269	9136	8502	9301	3386	5649	5577	6766
 AURMO_00656:YggT family protein	3177	3090	2950	4693	2100	2380	2111	3549	6528	4369	3554	3405	866	3729	4188	3313	3613	3747	3854	4076	1416	2286	2576	2823
 AURMO_00657:DivIVA domain-containing protein	4716	4499	4547	5837	3015	3474	2790	4714	9350	6713	4300	5777	1700	4915	5235	4754	4913	6534	5082	7183	2372	3464	4354	4729
 AURMO_00658:signal peptidase II	741	776	798	940	452	663	456	849	1683	1051	517	944	287	856	824	899	806	1020	661	1274	364	543	787	815
 AURMO_00659:RluA family pseudouridine synthase	578	504	632	718	353	419	357	509	1171	836	437	696	191	724	787	631	700	879	617	1036	356	650	623	667
 AURMO_00660:UPF0042 nucleotide-binding protein	471	480	488	704	301	302	262	372	916	823	458	585	154	561	705	468	609	753	502	723	263	609	504	649
 AURMO_00661:hypothetical protein	2624	2398	2986	3929	1830	1944	1701	2585	5429	4197	2237	3618	979	3284	3718	3029	3930	4137	3112	4325	1658	2551	2931	3579
 AURMO_00662:Fe-Mn family superoxide dismutase	9992	10562	11570	13079	7384	7501	6381	10034	16399	13829	4384	11312	4097	9067	7715	8295	10398	11954	7641	13193	6840	10365	9273	13304
 AURMO_00663:glyceraldehyde 3-phosphate dehydrogenase	20387	19414	23447	25206	13368	15902	13288	19951	39416	28483	16104	23226	8146	19107	24129	18453	12586	23638	21042	27638	11287	20028	16712	13016
 AURMO_00664:phosphoglycerate kinase 	5295	5010	5664	7075	3339	3996	3644	5419	11153	7473	4539	6012	1810	4938	6218	4684	4601	6725	5418	7587	2620	4805	4384	4310
 AURMO_00665:triosephosphate isomerase 	11081	10339	13353	17538	8681	7915	6803	11060	26968	19355	9917	15870	3992	11894	15848	11325	13525	18490	12199	20143	6366	11624	10722	13550
 AURMO_00666:preprotein translocase subunit SecG	1910	1839	2520	3768	1769	1292	1282	1762	6043	3431	1774	3085	632	2231	2954	1894	2443	4359	2010	3802	1066	2561	1656	2750
 AURMO_00667:RNA polymerase binding protein RbpA	9049	9424	10275	13437	7059	6216	5961	7647	19393	16229	9377	13186	3632	10046	14424	9443	10538	13880	11591	15952	5065	10343	8960	11097
 AURMO_00668:sugar-phosphatase	898	774	806	1215	503	608	593	717	1620	1400	717	1003	339	1092	1039	863	1055	1386	892	1545	569	764	1051	1190
 AURMO_00669:transposase IS481 family protein	27	20	28	34	18	17	30	19	55	35	23	37	9	24	101	35	44	41	25	37	13	73	20	32
 AURMO_00670:6-phosphogluconolactonase	2030	1821	2269	2861	1458	1590	1290	2089	4215	3074	1725	2505	768	1859	2332	1867	2065	2653	1907	3141	1055	1891	1824	2092
 AURMO_00671:glucose-6-phosphate dehydrogenase assembly protein OpcA	3613	3514	4062	5319	2800	2809	2596	3800	7335	5436	3001	4622	1384	3643	4592	3392	3541	5287	3711	5561	2186	3598	3413	3990
 AURMO_00672:glucose-6-phosphate 1-dehydrogenase	5589	5215	6079	7950	3863	4164	3676	5397	11172	8607	4642	6956	2111	5309	6799	5047	5766	7504	5451	8602	3002	5558	4876	6572
 AURMO_00673:glucose-6-phosphate isomerase	7870	7475	8568	10341	5817	5988	5263	7618	14877	11707	7729	9356	3137	6864	9166	6833	7568	9741	7659	11475	4051	7407	6457	8319
 AURMO_00674:transaldolase 	9304	9273	10749	11690	6586	7034	6043	8492	16530	13081	7689	10101	3762	8486	10426	8018	8526	11363	9112	12873	5393	8941	7751	9413
 AURMO_00675:transketolase 	12308	10898	12028	15867	8071	8624	7458	12181	21986	17714	12441	14360	4298	13337	15349	12056	13243	16518	13664	17461	7098	10866	10867	14317
 AURMO_00676:protoheme IX farnesyltransferase	2150	1433	1741	2603	919	1318	1266	1432	3063	2708	1609	1954	475	1972	2211	1440	1678	2885	1824	2363	1086	1876	1602	2106
 AURMO_00677:cytochrome c oxidase assembly protein subunit 15	1829	1504	2129	2404	1289	1470	1240	1958	3541	2719	1713	2310	672	2096	2350	1900	2086	2654	1898	2956	1165	1860	1723	2519
 AURMO_00678:iron-regulated ABC transporter membrane component SufB 	42311	32094	39558	47676	20656	23304	20813	24090	48365	47331	20265	30591	10589	29467	33505	23139	24018	52689	33648	49343	22574	35453	30736	35340
 AURMO_00679:iron-regulated ABC transporter permease protein SufD 	8594	6354	8168	9848	4425	5062	4225	4077	10349	9276	3585	5732	2120	4508	6222	3912	3474	8910	5566	9093	3348	6107	5050	4766
